Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Month,Week day,Week,Time,Payment,cogs,gross margin percentage,gross income,Rating
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.22,15-Jan-2019-Tue,Jan,Tue,3,0.765277778,Ewallet,378.3,4.76,18.92,7.8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.43,597.04,15-Jan-2019-Tue,Jan,Tue,3,0.863888889,Cash,568.61,4.76,28.43,9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,15-Jan-2019-Tue,Jan,Tue,3,0.725,Cash,68.58,4.76,3.43,7.7
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.39,15-Jan-2019-Tue,Jan,Tue,3,0.575,Credit card,973.7,4.76,48.69,4.9
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.94,586.64,15-Jan-2019-Tue,Jan,Tue,3,0.625694444,Cash,558.7,4.76,27.94,5.8
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.57,53.93,16-Jan-2019-Wed,Jan,Wed,3,0.643055556,Ewallet,51.36,4.76,2.57,5.2
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,16-Jan-2019-Wed,Jan,Wed,3,0.563888889,Cash,955.8,4.76,47.79,4.8
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,16-Jan-2019-Wed,Jan,Wed,3,0.755555556,Cash,839.34,4.76,41.97,8.8
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,16-Jan-2019-Wed,Jan,Wed,3,0.752083333,Credit card,635.18,4.76,31.76,6.2
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,16-Jan-2019-Wed,Jan,Wed,3,0.835416667,Credit card,156.84,4.76,7.84,9
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.53,16-Jan-2019-Wed,Jan,Wed,3,0.631944444,Cash,30.98,4.76,1.55,6.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6,125.98,16-Jan-2019-Wed,Jan,Wed,3,0.504861111,Credit card,119.98,4.76,6,7.9
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,16-Jan-2019-Wed,Jan,Wed,3,0.749305556,Cash,635.6,4.76,31.78,4.3
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,16-Jan-2019-Wed,Jan,Wed,3,0.6125,Cash,473.4,4.76,23.67,7.6
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,195.68,16-Jan-2019-Wed,Jan,Wed,3,0.778472222,Credit card,186.36,4.76,9.32,8.5
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.34,91.06,17-Jan-2019-Thu,Jan,Thu,3,0.78125,Ewallet,86.72,4.76,4.34,7.9
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,17-Jan-2019-Thu,Jan,Thu,3,0.533333333,Credit card,129.12,4.76,6.46,9.4
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,17-Jan-2019-Thu,Jan,Thu,3,0.628472222,Credit card,359.6,4.76,17.98,4.3
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.61,852.71,17-Jan-2019-Thu,Jan,Thu,3,0.542361111,Credit card,812.1,4.76,40.61,6.3
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.57,17-Jan-2019-Thu,Jan,Thu,3,0.442361111,Ewallet,115.78,4.76,5.79,8.9
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,17-Jan-2019-Thu,Jan,Thu,3,0.64375,Credit card,662.13,4.76,33.11,4.9
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.3,17-Jan-2019-Thu,Jan,Thu,3,0.417361111,Credit card,81.24,4.76,4.06,4.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,80.96,17-Jan-2019-Thu,Jan,Thu,3,0.749305556,Ewallet,77.1,4.76,3.86,6.1
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.57,137.87,17-Jan-2019-Thu,Jan,Thu,3,0.698611111,Cash,131.3,4.76,6.57,6
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,432.99,17-Jan-2019-Thu,Jan,Thu,3,0.635416667,Ewallet,412.37,4.76,20.62,9.7
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.28,131.92,17-Jan-2019-Thu,Jan,Thu,3,0.525,Ewallet,125.64,4.76,6.28,4.9
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.58,138.13,18-Jan-2019-Fri,Jan,Fri,3,0.874305556,Credit card,131.55,4.76,6.58,8.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166.24,18-Jan-2019-Fri,Jan,Fri,3,0.502777778,Ewallet,158.32,4.76,7.92,8.7
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,18-Jan-2019-Fri,Jan,Fri,3,0.630555556,Cash,39.42,4.76,1.97,8.4
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,18-Jan-2019-Fri,Jan,Fri,3,0.779861111,Ewallet,174.24,4.76,8.71,8.7
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.67,18-Jan-2019-Fri,Jan,Fri,3,0.424305556,Ewallet,264.45,4.76,13.22,7.9
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.24,110.12,18-Jan-2019-Fri,Jan,Fri,3,0.627777778,Credit card,104.88,4.76,5.24,6.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.78,856.45,18-Jan-2019-Fri,Jan,Fri,3,0.644444444,Cash,815.67,4.76,40.78,5.1
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561.08,18-Jan-2019-Fri,Jan,Fri,3,0.726388889,Cash,534.36,4.76,26.72,9.9
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.26,446.44,18-Jan-2019-Fri,Jan,Fri,3,0.682638889,Ewallet,425.18,4.76,21.26,5
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.13,548.76,19-Jan-2019-Sat,Jan,Sat,3,0.838194444,Ewallet,522.63,4.76,26.13,4.3
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.27,362.71,19-Jan-2019-Sat,Jan,Sat,3,0.81875,Credit card,345.44,4.76,17.27,8.3
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.38,323.06,19-Jan-2019-Sat,Jan,Sat,3,0.688194444,Cash,307.68,4.76,15.38,6.5
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.87,333.21,19-Jan-2019-Sat,Jan,Sat,3,0.731944444,Credit card,317.34,4.76,15.87,9.8
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,19-Jan-2019-Sat,Jan,Sat,3,0.43125,Cash,88.61,4.76,4.43,7.7
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,19-Jan-2019-Sat,Jan,Sat,3,0.644444444,Credit card,269.04,4.76,13.45,8
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.64,19-Jan-2019-Sat,Jan,Sat,3,0.665277778,Ewallet,189.18,4.76,9.46,7
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.98,19-Jan-2019-Sat,Jan,Sat,3,0.672222222,Credit card,80.93,4.76,4.05,9
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.1,674,19-Jan-2019-Sat,Jan,Sat,3,0.588888889,Credit card,641.9,4.76,32.1,6.7
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,37.61,19-Jan-2019-Sat,Jan,Sat,3,0.532638889,Credit card,35.82,4.76,1.79,8.1
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.55,284.59,19-Jan-2019-Sat,Jan,Sat,3,0.853472222,Ewallet,271.04,4.76,13.55,9.6
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,19-Jan-2019-Sat,Jan,Sat,3,0.549305556,Cash,594.6,4.76,29.73,4.2
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,19-Jan-2019-Sat,Jan,Sat,3,0.428472222,Ewallet,96.8,4.76,4.84,8.6
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.23,235.75,19-Jan-2019-Sat,Jan,Sat,3,0.488194444,Ewallet,224.52,4.76,11.23,8.6
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,19-Jan-2019-Sat,Jan,Sat,3,0.8125,Ewallet,456.8,4.76,22.84,5.7
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.92,250.28,19-Jan-2019-Sat,Jan,Sat,3,0.531944444,Cash,238.36,4.76,11.92,9.8
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.18,759.68,20-Jan-2019-Sun,Jan,Sun,4,0.663194444,Cash,723.5,4.76,36.18,5.4
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.34,112.22,20-Jan-2019-Sun,Jan,Sun,4,0.859722222,Ewallet,106.88,4.76,5.34,4.1
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,20-Jan-2019-Sun,Jan,Sun,4,0.75625,Ewallet,186.28,4.76,9.31,4.1
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,20-Jan-2019-Sun,Jan,Sun,4,0.425694444,Cash,714,4.76,35.7,4.7
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,20-Jan-2019-Sun,Jan,Sun,4,0.702083333,Ewallet,331.72,4.76,16.59,9.6
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,20-Jan-2019-Sun,Jan,Sun,4,0.572916667,Credit card,112.44,4.76,5.62,7.7
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.25,131.21,20-Jan-2019-Sun,Jan,Sun,4,0.859027778,Ewallet,124.96,4.76,6.25,9.1
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.55,536.59,20-Jan-2019-Sun,Jan,Sun,4,0.741666667,Ewallet,511.04,4.76,25.55,9.9
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,20-Jan-2019-Sun,Jan,Sun,4,0.658333333,Credit card,222,4.76,11.1,6.6
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.43,470.99,20-Jan-2019-Sun,Jan,Sun,4,0.51875,Ewallet,448.56,4.76,22.43,7.6
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2,172.21,21-Jan-2019-Mon,Jan,Mon,4,0.75,Credit card,164.01,4.76,8.2,8.6
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.76,624.9,21-Jan-2019-Mon,Jan,Mon,4,0.6125,Credit card,595.14,4.76,29.76,5.5
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.39,491.09,21-Jan-2019-Mon,Jan,Mon,4,0.692361111,Ewallet,467.7,4.76,23.39,8
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,21-Jan-2019-Mon,Jan,Mon,4,0.416666667,Cash,72.72,4.76,3.64,7.1
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,21-Jan-2019-Mon,Jan,Mon,4,0.738888889,Cash,439.32,4.76,21.97,7.2
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,21-Jan-2019-Mon,Jan,Mon,4,0.750694444,Cash,372.19,4.76,18.61,8.9
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,21-Jan-2019-Mon,Jan,Mon,4,0.733333333,Cash,98.13,4.76,4.91,8.9
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.45,72.43,21-Jan-2019-Mon,Jan,Mon,4,0.842361111,Cash,68.98,4.76,3.45,4.8
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6,705.63,22-Jan-2019-Tue,Jan,Tue,4,0.454861111,Ewallet,672.03,4.76,33.6,9.4
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.1,107,22-Jan-2019-Tue,Jan,Tue,4,0.788888889,Cash,101.9,4.76,5.1,6
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,22-Jan-2019-Tue,Jan,Tue,4,0.45625,Ewallet,81.51,4.76,4.08,9.2
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,22-Jan-2019-Tue,Jan,Tue,4,0.865277778,Credit card,196.95,4.76,9.85,8.7
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.6,96.64,22-Jan-2019-Tue,Jan,Tue,4,0.458333333,Ewallet,92.04,4.76,4.6,9.1
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,351.6,22-Jan-2019-Tue,Jan,Tue,4,0.494444444,Cash,334.86,4.76,16.74,9.9
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.22,151.52,22-Jan-2019-Tue,Jan,Tue,4,0.755555556,Credit card,144.3,4.76,7.22,8
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,23-Jan-2019-Wed,Jan,Wed,4,0.775694444,Ewallet,154,4.76,7.7,6.6
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.48,199,23-Jan-2019-Wed,Jan,Wed,4,0.434027778,Cash,189.52,4.76,9.48,7.1
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,23-Jan-2019-Wed,Jan,Wed,4,0.541666667,Credit card,898,4.76,44.9,5.4
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,23-Jan-2019-Wed,Jan,Wed,4,0.49375,Cash,307.76,4.76,15.39,7.7
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.19,23-Jan-2019-Wed,Jan,Wed,4,0.586111111,Ewallet,89.7,4.76,4.49,6.8
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,23-Jan-2019-Wed,Jan,Wed,4,0.561805556,Cash,252.15,4.76,12.61,9.8
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,23-Jan-2019-Wed,Jan,Wed,4,0.506944444,Ewallet,502.62,4.76,25.13,5.4
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,23-Jan-2019-Wed,Jan,Wed,4,0.436111111,Cash,396.36,4.76,19.82,7.3
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,23-Jan-2019-Wed,Jan,Wed,4,0.719444444,Ewallet,83.08,4.76,4.15,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,23-Jan-2019-Wed,Jan,Wed,4,0.513888889,Ewallet,30.61,4.76,1.53,5.2
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,620.74,23-Jan-2019-Wed,Jan,Wed,4,0.473611111,Credit card,591.18,4.76,29.56,4
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.75,57.7,23-Jan-2019-Wed,Jan,Wed,4,0.429166667,Credit card,54.95,4.76,2.75,9.3
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.9,333.98,23-Jan-2019-Wed,Jan,Wed,4,0.46875,Cash,318.08,4.76,15.9,9.2
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.99,503.74,23-Jan-2019-Wed,Jan,Wed,4,0.597916667,Ewallet,479.75,4.76,23.99,8.8
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.43,450.1,23-Jan-2019-Wed,Jan,Wed,4,0.524305556,Cash,428.67,4.76,21.43,5
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,23-Jan-2019-Wed,Jan,Wed,4,0.738888889,Cash,232.6,4.76,11.63,8.4
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.99,734.71,23-Jan-2019-Wed,Jan,Wed,4,0.439583333,Cash,699.72,4.76,34.99,6.1
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.39,827.09,24-Jan-2019-Thu,Jan,Thu,4,0.419444444,Cash,787.7,4.76,39.39,6.4
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,24-Jan-2019-Thu,Jan,Thu,4,0.734027778,Credit card,403,4.76,20.15,7
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,406.88,24-Jan-2019-Thu,Jan,Thu,4,0.858333333,Ewallet,387.5,4.76,19.38,4.3
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.67,728.11,24-Jan-2019-Thu,Jan,Thu,4,0.752777778,Credit card,693.44,4.76,34.67,7.2
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.98,293.64,24-Jan-2019-Thu,Jan,Thu,4,0.489583333,Cash,279.66,4.76,13.98,7.2
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.92,145.4,24-Jan-2019-Thu,Jan,Thu,4,0.805555556,Ewallet,138.48,4.76,6.92,4.9
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.56,557.72,24-Jan-2019-Thu,Jan,Thu,4,0.443055556,Ewallet,531.16,4.76,26.56,8.9
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,24-Jan-2019-Thu,Jan,Thu,4,0.628472222,Ewallet,366.4,4.76,18.32,8.4
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.04,63.91,24-Jan-2019-Thu,Jan,Thu,4,0.558333333,Cash,60.87,4.76,3.04,5.5
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.45,408.41,24-Jan-2019-Thu,Jan,Thu,4,0.45625,Cash,388.96,4.76,19.45,5
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.22,88.7,24-Jan-2019-Thu,Jan,Thu,4,0.738194444,Cash,84.48,4.76,4.22,7.6
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.86,270.02,24-Jan-2019-Thu,Jan,Thu,4,0.874305556,Ewallet,257.16,4.76,12.86,5.1
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,24-Jan-2019-Thu,Jan,Thu,4,0.756944444,Ewallet,766,4.76,38.3,6
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,25-Jan-2019-Fri,Jan,Fri,4,0.825,Cash,441.8,4.76,22.09,9.6
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.77,16.2,25-Jan-2019-Fri,Jan,Fri,4,0.656944444,Credit card,15.43,4.76,0.77,6.1
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.87,291.21,25-Jan-2019-Fri,Jan,Fri,4,0.554166667,Cash,277.34,4.76,13.87,7.5
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,25-Jan-2019-Fri,Jan,Fri,4,0.575,Cash,905,4.76,45.25,8.1
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.2,25-Jan-2019-Fri,Jan,Fri,4,0.625,Ewallet,274.48,4.76,13.72,5.7
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8,247.87,25-Jan-2019-Fri,Jan,Fri,4,0.85,Ewallet,236.07,4.76,11.8,5.9
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,25-Jan-2019-Fri,Jan,Fri,4,0.5625,Credit card,339.57,4.76,16.98,5.2
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12,252.04,25-Jan-2019-Fri,Jan,Fri,4,0.6625,Cash,240.04,4.76,12,4.5
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,25-Jan-2019-Fri,Jan,Fri,4,0.424305556,Credit card,204.52,4.76,10.23,4
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128.02,25-Jan-2019-Fri,Jan,Fri,4,0.81875,Credit card,121.92,4.76,6.1,4.9
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,45.93,25-Jan-2019-Fri,Jan,Fri,4,0.603472222,Ewallet,43.74,4.76,2.19,6.9
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,25-Jan-2019-Fri,Jan,Fri,4,0.686111111,Ewallet,96.11,4.76,4.81,7.8
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,25-Jan-2019-Fri,Jan,Fri,4,0.486111111,Cash,160.2,4.76,8.01,9.7
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,8,167.9,25-Jan-2019-Fri,Jan,Fri,4,0.596527778,Ewallet,159.9,4.76,8,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.59,663.3,25-Jan-2019-Fri,Jan,Fri,4,0.568055556,Cash,631.71,4.76,31.59,6.7
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.73,267.34,25-Jan-2019-Fri,Jan,Fri,4,0.770833333,Ewallet,254.61,4.76,12.73,7.4
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.71,77.81,25-Jan-2019-Fri,Jan,Fri,4,0.461805556,Cash,74.1,4.76,3.71,9.2
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.5,304.54,26-Jan-2019-Sat,Jan,Sat,4,0.830555556,Ewallet,290.04,4.76,14.5,6.4
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,26-Jan-2019-Sat,Jan,Sat,4,0.829166667,Ewallet,448.6,4.76,22.43,8.2
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.01,420.26,26-Jan-2019-Sat,Jan,Sat,4,0.53125,Credit card,400.25,4.76,20.01,9.4
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,26-Jan-2019-Sat,Jan,Sat,4,0.849305556,Ewallet,102.2,4.76,5.11,5.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,26-Jan-2019-Sat,Jan,Sat,4,0.801388889,Ewallet,624.33,4.76,31.22,4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,26-Jan-2019-Sat,Jan,Sat,4,0.811111111,Cash,162.74,4.76,8.14,6.5
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,26-Jan-2019-Sat,Jan,Sat,4,0.765277778,Cash,361.83,4.76,18.09,5.5
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,26-Jan-2019-Sat,Jan,Sat,4,0.61875,Cash,379.5,4.76,18.98,9.7
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.89,270.59,26-Jan-2019-Sat,Jan,Sat,4,0.739583333,Cash,257.7,4.76,12.89,4.2
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.21,193.46,26-Jan-2019-Sat,Jan,Sat,4,0.786805556,Cash,184.25,4.76,9.21,9.2
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.25,68.24,26-Jan-2019-Sat,Jan,Sat,4,0.420833333,Credit card,64.99,4.76,3.25,4.5
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.89,165.65,26-Jan-2019-Sat,Jan,Sat,4,0.669444444,Cash,157.76,4.76,7.89,9.1
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6,12.69,26-Jan-2019-Sat,Jan,Sat,4,0.763194444,Credit card,12.09,4.76,0.6,8.2
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.07,22.39,26-Jan-2019-Sat,Jan,Sat,4,0.529861111,Cash,21.32,4.76,1.07,5.9
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.07,106.5,26-Jan-2019-Sat,Jan,Sat,4,0.632638889,Ewallet,101.43,4.76,5.07,7.3
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.33,69.99,26-Jan-2019-Sat,Jan,Sat,4,0.611805556,Credit card,66.66,4.76,3.33,6.4
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.48,640.04,26-Jan-2019-Sat,Jan,Sat,4,0.636805556,Cash,609.56,4.76,30.48,5.5
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,23.29,489.05,27-Jan-2019-Sun,Jan,Sun,5,0.85625,Ewallet,465.76,4.76,23.29,8.4
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.06,169.31,27-Jan-2019-Sun,Jan,Sun,5,0.559722222,Cash,161.25,4.76,8.06,9
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.2,25.26,27-Jan-2019-Sun,Jan,Sun,5,0.660416667,Cash,24.06,4.76,1.2,5.1
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,27-Jan-2019-Sun,Jan,Sun,5,0.602777778,Cash,143.6,4.76,7.18,5.4
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,27-Jan-2019-Sun,Jan,Sun,5,0.621527778,Ewallet,486.63,4.76,24.33,9.5
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.29,488.99,27-Jan-2019-Sun,Jan,Sun,5,0.581944444,Cash,465.7,4.76,23.29,7.6
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,27-Jan-2019-Sun,Jan,Sun,5,0.470138889,Cash,541.44,4.76,27.07,6.2
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,27-Jan-2019-Sun,Jan,Sun,5,0.825,Ewallet,138.8,4.76,6.94,9
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,19,398.96,27-Jan-2019-Sun,Jan,Sun,5,0.753472222,Ewallet,379.96,4.76,19,9.3
